NAME,TOTAL,FINE,FEE,Z FEE,COST,SURCHARGE,STF,BIPSA,MF,PLUS,CATEGORY,DESCRIPTION
14-246aZ,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-246 in construction, utility, traffic or fire station work zone (specify zone)"
14-246aBRW,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to grant right of way at JUNCTION of highway to person riding bicycle
14-247,132.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to grant right of way at PRIVATE road or driveway
14-247Z,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-247 in construction, utility, traffic or fire station work zone (specify zone)"
14-247BRW,182.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to grant right of way to person riding bicycle at PRIVATE road or driveway
14-247a,107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Failure to grant right of way to PEDESTRIAN or TRAFFIC on emerging from alley, driveway or building"
14-247aZ,157.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-247a in construction, utility, traffic or fire station work zone (specify zone)"
14-247aBRW,157.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Failure to grant right of way to PERSON RIDING BICYCLE on emerging from alley, driveway or building"
14-248a,107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to reduce speed or stop at cattle crossing
14-248aZ,157.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-248a in construction, utility, traffic or fire station work zone (specify zone)"
14-248b,107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure of persons guiding cattle or other livestock to yield to an emergency vehicle
14-248b*,107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure of motor vehicle operator to grant right of way to any PERSON GUIDING CATTLE or other live- stock within a marked crossing path
14-248b**,107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Illegal passing of a motor vehicle stopped at a marked crossing path
14-249(a),196.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to stop motor vehicle at railroad crossing
14-249(a)Z,286.0,90.0,11.0,90.0,0.0,35.0,45.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-249(a) in a construction, utility, traffic or fire station work zone (specify zone)"
14-249(b),196.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,15.0,0.0,MOTOR VEHICLES,Improper crossing of railroad grade crossing by commercial motor vehicle
14-249(b)Z,286.0,90.0,11.0,90.0,0.0,35.0,45.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-249(b) in a construction, utility, traffic or fire station work zone (specify zone)"
14-249(c),196.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to drive commercial motor vehicle at rate of speed that will enable stop at railroad crossing.
14-249(c)Z,286.0,90.0,11.0,90.0,0.0,35.0,45.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-249(c) in a construction, utility, traffic or fire station work zone (specify zone)"
14-250(a),225.0,150.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of commercial motor vehicle or public service motor vehicle to stop at railroad crossing.
14-250(a)Z,375.0,150.0,0.0,150.0,0.0,0.0,75.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-250(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-250(a)*,225.0,150.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,MOTOR VEHICLES,Commercial motor vehicle or public service motor vehicle-crossing railroad track after warning
14-250(a)*Z,375.0,150.0,0.0,150.0,0.0,0.0,75.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-250(a)* in construction, utility, traffic or fire station work zone (specify zone)"
14-250(b),181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper attempt to cross railroad grade crossing by commercial motor vehicle-insufficient undercarriage clearance.
14-250(b)Z,271.0,90.0,11.0,90.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-250(b) in a construction, utility, traffic or fire station work zone (specify zone)"
14-250(c),181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper attempt to cross railroad grade crossing by commercial motor vehicle-insufficient space to clear tracks without stopping.
14-250(c)Z,271.0,90.0,11.0,90.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-250(c) in a construction, utility, traffic or fire station work zone (specify zone)"
14-250a,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper operation of motor vehicle on sidewalk (excludes electric personal assistive mobility devices)
14-250aZ,142.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-250a in construction, utility, traffic or fire station work zone (specify zone)"
14-250a*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Parking motor vehicle on sidewalk (excludes electric personal assistive mobility devices)
14-250a*Z,142.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-250a* in construction, utility, traffic or fire station work zone (specify zone)"
14-250b,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Blocking the box.
14-251,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper parking
14-252,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Blocking driveway
14-252a(a),120.0,75.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to remove any accumulated ice or snow from a noncommercial vehicle
14-252a(c),120.0,75.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to remove any accumulated ice or snow from a commercial vehicle
14-253a(m),100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Use of a placard or special license plate issued to a person after the death of such person.
14-253a,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,PARKING in a parking space designated for person who is blind or persons with disabilities (1st offense).
14-253a*,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Unauthorized display or use of plate or placard of person who is blind or person with disability (1st offense).
14-253a**,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to return plate of person who is blind or person with disability (1st offense).
14-253a***,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper parking facilities for persons who are blind or persons with disabilities (1st offense).
14-253a+,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Parking in a parking space designated for persons who are blind or persons with disabilities (subsequent offense).
14-253a++,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Unauthorized display or use of plate or placard of persons who are blind or persons with disabilities (subse- quent offense).
14-253a+++,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to return plate of person who is blind or person with disability (subsequent offense).
14-253a++++,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper parking facilities for persons who are blind or persons with disabilities (subsequent offense).
14-257(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating vehicle with crowded front seat
14-257(a)Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-257(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-257(a)*,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating vehicle with rider outside
14-257(a)*Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-257(a)* in construction, utility, traffic or fire station work zone (specify zone)"
14-257(b),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating motor vehicle used to transport passenger for hire with seats in aisle
14-257(b)Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-257(b) in construction, utility, traffic or fire station work zone (specify zone)"
14-260,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Filling gas tank while motor is running
14-261,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Towing vehicles with excessive distance between, pushing vehicles restricted"
14-261Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-261 in construction, utility, traffic or fire station work zone (specify zone)"
14-261a(a),1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Illegal operation of overlength vehicle
14-261a(a)*,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Exceeding length limit-combination vehicle
14-262(d),750.0,500.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,MOTOR VEHICLES,Overlength or overwidth load
14-262a,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Limitation of towing or hauling of motor vehicle in accident or disabled or ordered towed or hauled
14-264*,2250.0,1500.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,MOTOR VEHICLES,"Height of vehicle, excessive, without permit"
14-270(c),55.0,35.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure of operator to carry permit, legible copy or facsimile of permit for nonconforming use or electronic confirmation of existence of permit or use of special number plates."
14-271(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating vehicle improperly loaded or constructed to carry load
14-271(a)Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-271(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-271(b),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating with UNSECURED load
14-271(b)Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-271(b) in construction, utility, traffic or fire station work zone (specify zone)"
14-271(c),158.0,75.0,10.0,0.0,0.0,35.0,38.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating refuse collection vehicle without container cover
14-271(c)Z,233.0,75.0,10.0,75.0,0.0,35.0,38.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-271(c) in construction, utility, traffic or fire station work zone (specify zone)"
14-272a,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Operation of a truck or other motor vehicle with a child under 16 years of age in open rear section or bed without properly adjusted and fitted safety belt
14-273(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Operating motor vehicle for which a passenger endorsement or passenger and school endorsement is required (overcrowded, exceeding capacity, person outside vehicle, improper seating)"
14-273(a)Z,167.0,50.0,7.0,50.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-273(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-274,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Hours of operators, commercial motor vehicles and motor vehicles for which a passenger endorsement or passenger and school endorsement is required (1st offense)"
14-275,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Equipment, color of and required lettering/information on school bus (1st offense)"
14-275a,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Illegal operation of non-standard school bus (1st offense)
14-275a*,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Illegal operation of non-standard school bus (subsequent offense)
14-275c(c),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of regulations re school buses and motor vehicles used to transport special education students (1st offense)
14-276a,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating a school bus/student  transportation vehicle without complying with certain operating require- ments
14-277(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to perform school bus driver's duties (1st offense)
14-277(b),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper idling of school bus (1st offense)
14-278,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of school bus operation requirements (1st offense)
14-278*,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of school bus operation requirements (subsequent offense)
14-279,465.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Improper passing of a standing school bus
14-279Z,915.0,450.0,0.0,450.0,0.0,0.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-279 in construction, utility, traffic or fire station work zone (specify zone)"
14-280,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Use or failure to disconnect special signals on school bus used for purposes other than the transportation of children to and from school or school activities
14-281a(a),125.0,80.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Speeding school bus
14-281a(a)Z,205.0,80.0,10.0,80.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-281a(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-281a(b),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,School bus/student transportation vehicle; failure to display lighted headlamps while transporting school children
14-281a(b)Z,142.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-281a(b) in construction, utility, traffic or fire station work zone (specify zone)"
14-282,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Painting former school bus required
14-282*,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to inspect former school bus
14-283(e),82.0,50.0,7.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to stop on right side of road
14-283(e)Z,132.0,50.0,7.0,50.0,0.0,0.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-283(e) in construction, utility, traffic or fire station work zone (specify zone)"
14-283(h),204.0,125.0,16.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,MOTOR VEHICLES,Obstructing an emergency vehicle
14-283(h)Z,344.0,125.0,16.0,125.0,0.0,15.0,63.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of C.G.S.14-283(h) in construction, utility, traffic or fire station work zone (specify zone)"
14-283b,181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of operator of motor vehicle to reduce speed and/or move over when approaching stationary emer- gency vehicle.
14-285,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure of vehicle, other than motor vehicle, to be equipped with mirror"
14-286(a),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Bicycles/motor-driven cycles, improper operation, speed, horn or bell (not guilty pleas shall be prosecuted within 15 days of such plea)"
14-286(b)*,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Improper operation of a motor-driven cycle on any sidewalk, limited access highway or turnpike (not guilty pleas shall be prosecuted within 15 days of such plea)"
14-286(b)**,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Riding a motor-driven cycle without a license (not-guilty pleas shall be prosecuted within 15 days of such plea)
14-286(c),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to operate motor-driven cycle in accordance with permit provisions (not guilty pleas shall be prose- cuted within 15 days of such plea)
14-286(f),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper operation of motor-driven cycle on any public highway.
14-286(h),117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper operation of HIGH-MILEAGE VEHICLE (not guilty pleas shall be prosecuted within 15 days of such plea)
14-286b(a),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to ride bicycle as near to right side of road as practicable
14-286b(b),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Riding bicycle with more than two abreast
14-286b(b)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,When riding two abreast-impeding movement to traffic-failure to ride within single lane on a laned roadway
14-286b(c),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Rider upon bicycle, roller skates, sled, skateboard, coaster or toy vehicle attaching the same or himself to vehicle on public road"
14-286b(c)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Operator of vehicle knowingly permitting rider of bicycle, roller skates, skateboard, coaster, sled or toy vehi- cle to attach the same or himself to vehicle"
14-286b(d),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Carrying passenger on bicycle when bicycle is not equipped or designed to carry passengers except for chil- dren under 4 years of age
14-286b(e),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Carrying package or other article which prevents using both hands in operation of bicycle
14-286b(e)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to keep at least one hand on handlebar of bicycle when bicycle is in motion
14-286d(d),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure of person, firm or corporation renting bicycles to provide helmet to person under 16 years of age"
14-288,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Bicycle-lights, reflectors, brakes, whistle, siren"
14-289a,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Motorcycle-illegal SEATING, carrying of passengers, inexperienced operator, 16 or 17 year old carrying passengers within six months after receiving endorsement"
14-289aZ,142.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-289a in construction, utility, traffic or fire station work zone (specify zone)"
14-289b(a),107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Motorcycle-operating abreast
14-289b(a)Z,157.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-289b(a) in construction, utility, traffic or fire station work zone (specify zone)"
14-289b(b)(1),107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Motorcycle-improper PASSING within lane
14-289b(b(1Z,157.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-289b(b)(1) in construction, utility, traffic or fire station work zone (specify zone)"
14-289b(b)(2),107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Motorcycle-operating BETWEEN LANES of traffic
14-289b(b(2Z,157.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-289b(b)(2) in construction, utility, traffic or fire station work zone (specify zone)"
14-289b(c),107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Motorcycle-failure to ILLUMINATE HEADLAMP
14-289b(c)Z,157.0,50.0,7.0,50.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,"Violation of 14-289b(c) in construction, utility, traffic or fire station work zone (specify zone)"
14-289c,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Motorcycle-illegal PASSENGERS
14-289d(b),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Motorcycle-no FACE protection
14-289f,120.0,75.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating or permitting operation of motorcycle without LIABILITY INSURANCE
14-289g,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of motorcycle/motor-driven cycle operator or passenger under 18 years of age to wear protective head gear
14-289h(b),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Electric Personal Assistive Mobility Device - improperly equipped/illuminated
14-289h(d),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Electric Personal Assistive Mobility Device - operation by unauthorized person/person without an issued handicapped parking placard
14-289h(d)*,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Electric Personal Assistive Mobility Device - improper crossing/failure to yield right-of-way
14-289h(e),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Electric Personal Assistive Mobility Device - illegal use on a limited access state highway
14-289h(f),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Electric Personal Assistive Mobility Device - excessive speed
14-289j(b),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Mini-motorcycle-- Operating, riding as passenger or permitting such on public property."
14-289j(c),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Mini-motorcycle-- Failure of operator or passenger to possess private property owner's written permission.
14-289j(d),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Mini-motorcycle-- Failure of owner of mini-motorcycle to require operator and passenger to carry private property owner's written permission.
14-289j(f),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Mini-motorcycle--Sale, lease or rental of mini-motorcycle without warning label, written statement or with misinformation."
14-291,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of special occasion traffic regulations
14-292,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Student driver, failure to mark vehicle"
14-293a,variable,,,,,,,,,,MOTOR VEHICLES,Illegal riding of horse or animal on public highway (Note: Same penalties as for motor vehicle operators)
14-293b,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of horse rider safety regulations
14-296a,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Occupying house trailer on highway
14-296aa(b1st,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"(1st offense) Operation of a motor vehicle while using a hand-held mobile telephone to engage in a call or while using a mobile electronic device (An operator of a motor vehicle who types, sends, or reads a text message with a hand-held mobile phone or mobile electronic device while operating a motor vehicle shall have violated this section)"
14-296aa(b1Z,300.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(b1st in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(b2nd,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"(2nd offense) Operation of a motor vehicle while using a hand-held mobile telephone to engage in a call or while using a mobile electronic device. (An operator of a motor vehicle who types,sends or reads a text message with a hand-held mobile phone or mobile electronic device while operating motor vehicle shall have violated this section)"
14-296aa(b2Z,600.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(b2nd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(b3rd,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"(3rd/SBS Offense) Operation of a motor vehicle while using a hand-held mobile telephone to engage in a call or while using a mobile electronic device (An operator of a motor vehicle who types, sends or reads a text message with a hand-held mobile phone or mobile electronic device while operating a motor vehicle shall have violated this section)"
14-296aa(b3Z,1000.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(b3rd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(c1st,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(1st offense) Use of hand-held or hands-free mobile telephone or other electronic devices while operating a school bus carrying passengers
14-296aa(c1Z,300.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(c1st in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(c2nd,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(2nd offense) Use of hand-held or hands-free mobile telephone or other electronic devices while operating a school bus carrying passengers
14-296aa(c2Z,600.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(c2nd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(c3rd,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(3rd/SBS offense) Use of hand-held or hands-free mobile telephone or other electronic devices while operat- ing a school bus carrying passengers
14-296aa(c3Z,1000.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(c3rd in a construction, utility, traffic or fire station work zone (specify zone)"
